date,employee_name,station_id,shift_start,shift_end,holiday_date,weather,ridership
21/06/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
22/06/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
22/06/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
22/06/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
22/06/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
22/06/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
23/06/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
23/06/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
23/06/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
23/06/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
23/06/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
24/06/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
24/06/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
24/06/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
24/06/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
24/06/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
25/06/2024,David Harris,STN01,6:00,14:00,,Clear,8800
25/06/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
25/06/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
25/06/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
25/06/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
26/06/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
26/06/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
26/06/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
26/06/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
26/06/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
27/06/2024,David Harris,STN01,6:00,14:00,,Clear,8800
27/06/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
27/06/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
27/06/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
27/06/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
28/06/2024,Michelle Young,STN01,6:00,14:00,,Clear,9000
28/06/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,7500
28/06/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
28/06/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
28/06/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
29/06/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
29/06/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
29/06/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
29/06/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
29/06/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
30/06/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
30/06/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
30/06/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
30/06/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
30/06/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
01/07/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
01/07/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
01/07/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
01/07/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
01/07/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
02/07/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
02/07/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
02/07/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
02/07/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
02/07/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
03/07/2024,David Harris,STN01,6:00,14:00,,Clear,8800
03/07/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
03/07/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
03/07/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
03/07/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
04/07/2024,Michelle Young,STN01,6:00,14:00,,Clear,9000
04/07/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,7500
04/07/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
04/07/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
04/07/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
05/07/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
05/07/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
05/07/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
05/07/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
05/07/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
06/07/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
06/07/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
06/07/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
06/07/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
06/07/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
07/07/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
07/07/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
07/07/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
07/07/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
07/07/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
08/07/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
08/07/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
08/07/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
08/07/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
08/07/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
09/07/2024,David Harris,STN01,6:00,14:00,,Clear,8800
09/07/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
09/07/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
09/07/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
09/07/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
10/07/2024,Michelle Young,STN01,6:00,14:00,,Clear,9000
10/07/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,7500
10/07/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
10/07/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
10/07/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
11/07/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
11/07/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
11/07/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
11/07/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
11/07/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
12/07/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
12/07/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
12/07/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
12/07/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
12/07/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
13/07/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
13/07/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
13/07/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
13/07/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
13/07/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
14/07/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
14/07/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
14/07/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
14/07/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
14/07/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
15/07/2024,David Harris,STN01,6:00,14:00,,Clear,8800
15/07/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
15/07/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
15/07/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
15/07/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
16/07/2024,Michelle Young,STN01,6:00,14:00,,Clear,9000
16/07/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,7500
16/07/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
16/07/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
16/07/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
17/07/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
17/07/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
17/07/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
17/07/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
17/07/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
18/07/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
18/07/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
18/07/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
18/07/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
18/07/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
19/07/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
19/07/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
19/07/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
19/07/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
19/07/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
20/07/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
20/07/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
20/07/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
20/07/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
20/07/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
21/07/2024,David Harris,STN01,6:00,14:00,,Clear,8800
21/07/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
21/07/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
21/07/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
21/07/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
22/07/2024,Michelle Young,STN01,6:00,14:00,,Clear,9000
22/07/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,7500
22/07/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
22/07/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
22/07/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
23/07/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
23/07/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
23/07/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
23/07/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
23/07/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
24/07/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
24/07/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
24/07/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
24/07/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
24/07/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
25/07/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
25/07/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
25/07/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
25/07/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
25/07/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
26/07/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
26/07/2024,Sarah Walker,STN03,14:00,22:00,,Cloudy,7500
26/07/2024,Allan Mendoza,STN04,22:00,6:00,,Rain,7800
26/07/2024,Joshua King,STN05,6:00,14:00,,Clear,10800
26/07/2024,Kimberly Evans,STN02,14:00,22:00,,Rain,6900
27/07/2024,David Harris,STN01,6:00,14:00,,Clear,8800
27/07/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
27/07/2024,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
27/07/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
27/07/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
28/07/2024,Michelle Young,STN01,6:00,14:00,,Clear,9000
28/07/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,7500
28/07/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,7800
28/07/2024,Michael Davis,STN05,6:00,14:00,,Storm,12100
28/07/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
29/07/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
29/07/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
29/07/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
29/07/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
29/07/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
30/07/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
30/07/2024,John Smith,STN03,14:00,22:00,,Cloudy,7500
30/07/2024,Paolo Chua,STN04,22:00,6:00,,Rain,7800
30/07/2024,Jessica Miller,STN05,6:00,14:00,,Clear,10800
30/07/2024,Carlos Lim,STN02,14:00,22:00,,Rain,6800
31/07/2024,Robert Johnson,STN01,6:00,14:00,,Cloudy,8700
31/07/2024,Maria Lopez,STN03,14:00,22:00,,Rain,7600
31/07/2024,Angela Torres,STN04,22:00,6:00,,Clear,7200
31/07/2024,Steven Clark,STN05,6:00,14:00,,Rain,11500
31/07/2024,Francis Cruz,STN02,14:00,22:00,,Cloudy,6700
01/08/2024,Henry Brooks,STN01,6:00,14:00,,Clear,9000
01/08/2024,,STN03,14:00,22:00,,Cloudy,7500
01/08/2024,,STN04,22:00,6:00,,Rain,7800
01/08/2024,,STN05,6:00,14:00,,Clear,10800
01/08/2024,,STN02,14:00,22:00,,Rain,6900
02/08/2024,,STN01,6:00,14:00,,Clear,8800
02/08/2024,Rowena Santos,STN03,14:00,22:00,,Rain,7700
02/08/2024,Jason Wright,STN04,22:00,6:00,,,7100
02/08/2024,Angela Torres,STN05,6:00,14:00,,,11500
02/08/2024,Steven Clark,STN02,14:00,22:00,,,6900
25/01/2024,David Harris,STN01,6:00,14:00,,Clear,8800
,Rowena Santos,STN03,14:00,22:00,,Rain,7700
,Jason Wright,STN04,22:00,6:00,,Cloudy,7100
,Angela Torres,STN05,6:00,14:00,,Rain,11500
25/01/2024,Steven Clark,STN02,14:00,22:00,,Clear,
26/01/2024,Michelle Young,STN01,6:00,14:00,,Clear,
26/01/2024,Andrew Lee,STN03,14:00,22:00,,Cloudy,
26/01/2024,Grace Villanueva,STN04,22:00,6:00,,Rain,
26/01/2024,Michael Davis,STN05,6:00,14:00,,Storm,
26/01/2024,Daniel Carter,STN02,14:00,22:00,,Clear,7000
27/01/2024,Patricia Gomez,STN01,6:00,14:00,,Clear,8800
27/01/2024,Kevin Wilson,STN03,14:00,22:00,,Rain,7700
27/01/2024,Emily Brown,STN04,22:00,6:00,,Cloudy,7100
27/01/2024,Juan Dela Cruz,STN05,6:00,14:00,,Rain,11500
27/01/2024,Ana Santos,STN02,14:00,22:00,,Clear,6900
28/01/2024,Mark Reyes,STN01,6:00,14:00,,Clear,9000
27/07/2024,Angela Torres,STN05,6:00,14:00,,Rain,11500
27/07/2024,Steven Clark,STN02,14:00,22:00,,Clear,6900
27/07/2024,Jayden Torres,STN05,ee6:00:00 am,14:00,,Rain,11500
27/07/2024,Manuela Clark,STN02,14:00,22:00,,Clear,
